-4.967780411243438721e-01,-7.228615283966064453e-01,-1.761865466833114624e-01,-6.026316285133361816e-01,7.636688947677612305e-01,5.178815126419067383e-01
1.071723103523254395e-01,-3.930371999740600586e-01,-2.702181041240692139e-02,-3.652143776416778564e-01,8.335132151842117310e-02,-3.946821689605712891e-01
4.220995679497718811e-02,1.953798979520797729e-01,-1.530409157276153564e-01,1.639914512634277344e-01,-7.524664700031280518e-02,7.095210999250411987e-02
-3.279507756233215332e-01,1.732674688100814819e-01,-9.490790218114852905e-02,-2.716478146612644196e-02,-2.944891750812530518e-01,2.929623797535896301e-02
-2.292591631412506104e-01,1.236936897039413452e-01,-1.908046752214431763e-01,8.559656888246536255e-02,1.527103334665298462e-01,2.050457596778869629e-01
1.105338633060455322e-01,1.572156548500061035e-01,7.372206449508666992e-02,2.142451703548431396e-01,-1.923733502626419067e-01,6.656710058450698853e-02
-2.314496934413909912e-01,-2.960218116641044617e-03,1.499772910028696060e-02,2.416948787868022919e-02,-1.245189607143402100e-01,-3.534743487834930420e-01
-2.833368480205535889e-01,3.743150457739830017e-02,-5.298235416412353516e-01,-4.373724758625030518e-01,-2.358988821506500244e-01,5.951845273375511169e-02
-2.315126657485961914e-01,9.146279841661453247e-02,-2.102952152490615845e-01,1.444476246833801270e-01,2.609725892543792725e-01,2.066893130540847778e-01
1.159614976495504379e-02,-3.663795813918113708e-02,-2.836993336677551270e-01,1.935276985168457031e-01,-9.731462597846984863e-02,-3.875268399715423584e-01
4.544878844171762466e-03,8.002261817455291748e-02,1.674184799194335938e-01,1.069832220673561096e-01,1.616241633892059326e-01,1.372419893741607666e-01
1.184761673212051392e-01,1.913988292217254639e-01,1.722937822341918945e-01,-8.971121162176132202e-03,1.067636683583259583e-01,1.865791976451873779e-01
-1.502012908458709717e-01,1.903101652860641479e-01,1.544274389743804932e-01,1.639198809862136841e-01,-3.182387650012969971e-01,5.565424263477325439e-02
-2.502026259899139404e-01,2.016864567995071411e-01,-2.333473116159439087e-01,1.871620565652847290e-01,-1.089973002672195435e-01,1.449721157550811768e-01
1.408187896013259888e-01,1.912322938442230225e-01,-2.749868035316467285e-01,-1.875504702329635620e-01,9.769465029239654541e-02,1.967547386884689331e-01
1.791595220565795898e-01,-5.205374360084533691e-01,-1.231632456183433533e-01,1.731443703174591064e-01,1.407718509435653687e-01,-2.279197871685028076e-01
1.454881578683853149e-01,1.637477800250053406e-02,2.287532761693000793e-02,-2.438582666218280792e-02,-1.313253343105316162e-01,4.064681380987167358e-02
2.161470055580139160e-01,-1.241871789097785950e-01,-2.303525060415267944e-01,-1.752165146172046661e-02,1.312272995710372925e-01,-4.676287993788719177e-02
-6.384480744600296021e-02,-3.365778028964996338e-01,4.051955789327621460e-02,-2.340676337480545044e-01,1.906530186533927917e-02,-3.774173557758331299e-01
9.451939910650253296e-02,-1.368288844823837280e-01,-1.112541332840919495e-01,1.438102126121520996e-01,-3.058574795722961426e-01,3.962165862321853638e-02
9.997736662626266479e-02,6.425589323043823242e-03,-1.227821558713912964e-01,-2.757903337478637695e-01,-3.287788107991218567e-02,2.122794836759567261e-02
-2.091949135065078735e-01,-9.857982397079467773e-02,2.043028734624385834e-02,-2.023319602012634277e-01,-1.189443916082382202e-01,-1.285526305437088013e-01
1.281192004680633545e-01,-2.129192948341369629e-01,-4.337129592895507812e-01,3.084102179855108261e-03,-3.769843280315399170e-02,2.879004739224910736e-02
-2.955684363842010498e-01,-1.317522525787353516e-01,2.688475847244262695e-01,-6.903912127017974854e-02,-4.006174951791763306e-02,-3.302464634180068970e-02
-1.675284057855606079e-01,8.905737660825252533e-03,9.840571880340576172e-02,1.615315526723861694e-01,2.913535013794898987e-02,-5.135873332619667053e-02
1.395100802183151245e-01,-1.401962786912918091e-01,1.521242856979370117e-01,-1.589427120052278042e-03,7.778884470462799072e-02,2.080446034669876099e-01
-8.013169467449188232e-02,1.810775548219680786e-01,8.410528302192687988e-02,8.856464177370071411e-02,-4.513878375291824341e-02,1.170158088207244873e-01
-4.123369604349136353e-02,-1.942026615142822266e-01,7.417601346969604492e-02,-1.672296375036239624e-01,1.672567725181579590e-01,-4.606225490570068359e-01
-1.393074691295623779e-01,-6.829474121332168579e-02,-1.398519724607467651e-01,-9.623157978057861328e-02,-9.908656775951385498e-02,-2.790952473878860474e-02
-2.739173471927642822e-01,-7.743456959724426270e-02,1.852373778820037842e-02,-1.146759763360023499e-01,-1.002850309014320374e-01,-4.810697138309478760e-01
-6.797856092453002930e-02,-3.596169501543045044e-02,1.030025184154510498e-01,-2.335412949323654175e-01,-1.845371350646018982e-02,-2.231521010398864746e-01
5.367094650864601135e-02,-5.644772946834564209e-02,-3.102274537086486816e-01,-3.594447299838066101e-02,6.954505294561386108e-02,-1.175235360860824585e-01
1.877219825983047485e-01,8.817027509212493896e-02,5.232078582048416138e-02,-2.898489534854888916e-01,1.288715451955795288e-01,9.193727374076843262e-02
5.963581427931785583e-02,2.131252735853195190e-01,-4.930779710412025452e-02,9.063539654016494751e-02,-2.458321154117584229e-01,6.044133007526397705e-02
-1.219089627265930176e-01,-2.549708187580108643e-01,-2.712342441082000732e-01,1.021696720272302628e-02,2.663126680999994278e-03,-1.361242085695266724e-01
1.936214566230773926e-01,-1.304164230823516846e-01,2.251303754746913910e-02,4.287311062216758728e-02,1.543971896171569824e-01,7.434785831719636917e-03
-3.558282554149627686e-01,1.187331676483154297e-01,-5.418542027473449707e-01,-2.725989222526550293e-01,-2.856118679046630859e-01,8.281153440475463867e-02
-2.149494141340255737e-01,-1.245916038751602173e-01,-7.168538868427276611e-02,-2.924778759479522705e-01,-2.071318328380584717e-01,-6.983864307403564453e-02
8.005543053150177002e-02,-6.577866077423095703e-01,-2.087186574935913086e-01,-2.688517980277538300e-02,1.066331192851066589e-01,-2.787813842296600342e-01
2.345673367381095886e-02,-1.070360317826271057e-01,-2.211183309555053711e-01,1.031241863965988159e-01,-2.079659104347229004e-01,1.324326246976852417e-01
1.880659535527229309e-02,-5.556136369705200195e-01,-2.550825178623199463e-01,-2.299201190471649170e-01,5.029211193323135376e-02,-2.189985513687133789e-01
-2.435546964406967163e-01,-6.454464048147201538e-02,1.687052100896835327e-01,8.770508319139480591e-02,4.064325988292694092e-02,-4.250703155994415283e-01
1.690022498369216919e-01,-2.207101434469223022e-01,-1.578629612922668457e-01,-1.066003739833831787e-01,1.682753562927246094e-01,1.800810694694519043e-01
-1.213868707418441772e-01,-2.708315551280975342e-01,1.174044888466596603e-02,-1.126789599657058716e-01,-4.106847569346427917e-03,2.990673109889030457e-02
-1.827993779443204403e-03,-2.534351646900177002e-01,-2.639010250568389893e-01,-5.150292515754699707e-01,1.578680574893951416e-01,-1.833973228931427002e-01
-2.231990247964859009e-01,4.884515330195426941e-02,2.058184891939163208e-01,-7.850045710802078247e-02,-1.240087226033210754e-01,1.122439578175544739e-01
2.325131744146347046e-01,1.376380771398544312e-01,2.073395103216171265e-01,8.064278960227966309e-02,3.769286349415779114e-02,-1.972427219152450562e-01
-6.820718050003051758e-01,5.331244319677352905e-02,-7.723924517631530762e-01,-2.995702028274536133e-01,-2.185800969600677490e-01,4.371630027890205383e-02
-5.134256556630134583e-03,1.721876561641693115e-01,1.736638508737087250e-02,1.458115130662918091e-01,-3.208051323890686035e-01,-5.070365592837333679e-02
1.321067214012145996e-01,4.326586425304412842e-02,-7.654350996017456055e-02,2.568180561065673828e-01,-2.076976932585239410e-02,7.756529748439788818e-02
-1.786775738000869751e-01,5.078579485416412354e-02,7.782661914825439453e-02,-1.728540286421775818e-02,-2.999371588230133057e-01,-7.779727876186370850e-02
-1.408163458108901978e-01,-3.998415768146514893e-01,1.180014312267303467e-01,-5.445443987846374512e-01,1.099430173635482788e-01,-4.017089679837226868e-02
-2.732052467763423920e-02,2.284367531538009644e-01,-4.824548028409481049e-03,2.701507508754730225e-01,-2.149182111024856567e-01,1.128478199243545532e-01
-1.378389745950698853e-01,2.125881798565387726e-02,3.539551049470901489e-02,-8.211833238601684570e-02,-1.909407675266265869e-01,4.043437540531158447e-02
4.423551261425018311e-02,-2.820562124252319336e-01,9.755451232194900513e-03,-4.622445702552795410e-01,-2.394673041999340057e-02,3.413300812244415283e-01
-2.394440583884716034e-02,-6.075914483517408371e-03,-1.205384135246276855e-01,-1.286290702410042286e-03,-2.075089067220687866e-01,-2.765533626079559326e-01
-2.559142708778381348e-01,-9.531319886445999146e-02,-5.170511454343795776e-02,-1.824955195188522339e-01,-1.349953562021255493e-01,-1.480732560157775879e-01
1.717376708984375000e-01,-3.793060481548309326e-01,-2.599810063838958740e-01,8.992603421211242676e-02,7.188363373279571533e-02,-1.903994083404541016e-01
-9.923546761274337769e-02,-7.675915211439132690e-02,1.327259242534637451e-01,3.900798410177230835e-02,1.327836662530899048e-01,-3.586672246456146240e-02
-1.669990122318267822e-01,7.807189226150512695e-02,-7.094287276268005371e-01,-1.638293564319610596e-01,-1.688067913055419922e-01,8.752523362636566162e-02
-6.538377143442630768e-03,-3.190067112445831299e-01,-2.317654639482498169e-01,-5.676983594894409180e-01,-1.053318381309509277e-02,5.868422798812389374e-03
-8.848422020673751831e-02,2.253963202238082886e-01,6.901169568300247192e-02,-2.635659649968147278e-02,-2.848771512508392334e-01,-1.248385384678840637e-01
9.133972227573394775e-02,-1.074575702659785748e-03,1.168028041720390320e-01,-5.185154080390930176e-01,1.882478781044483185e-02,1.978622525930404663e-01
-7.272604107856750488e-02,2.110366076231002808e-01,-6.917320191860198975e-02,1.835352182388305664e-01,-1.403557807207107544e-01,2.020145654678344727e-01
9.189276397228240967e-02,-6.616542339324951172e-01,-2.864599786698818207e-02,1.091671288013458252e-01,3.749741241335868835e-02,-4.816854596138000488e-01
